15-12-06-22:17:03,Joe,Glob,123,00:00:09,
15-12-06-22:17:18,Joe,Glob,123,00:00:08,
15-12-06-22:17:31,Joe,Glob,123,00:00:04,
15-12-06-22:17:46,Joe,Glob,123,00:00:03,
15-12-06-22:19:48,Joe,Glob,123,00:00:05,
15-12-08-01:01:14,Joe,Glob,123,,
15-12-08-01:04:01,Joe,Glob,123,,
15-12-08-01:08:28,Joe,Glob,,,
15-12-08-01:09:52,Joe,Glob,,,
